global_id,source_id,publisher,category,title,url,source_type,evidence_level,accessed,takeaway,lan_implication
86,WF-086,Webflow,Data API,Workspace token authentication,https://developers.webflow.com/data/reference/authentication/workspace-token,official-primary,primary-platform-index-reviewed,2026-08-05,"Remote data operations use explicit resources, authentication modes, scopes, request structures, and API-version contracts.","Separate local editor authority from remote provider adapters and require least-privilege scopes, target identity, idempotency, and evidence."
87,WF-087,Webflow,Browser API,Webflow ready lifecycle,https://developers.webflow.com/browser/reference/wf-ready,official-primary,primary-platform-index-reviewed,2026-08-05,"Published-site APIs distinguish runtime lifecycle, user consent, tracking choices, and optimization behavior from authoring APIs.",Keep the product runtime SDK separate from the LAN editor; consent and analytics APIs must never inherit editor privileges.
88,WF-088,Webflow,Browser API,Get user tracking choice,https://developers.webflow.com/browser/reference/get-user-tracking-choice,official-primary,primary-platform-index-reviewed,2026-08-05,"Published-site APIs distinguish runtime lifecycle, user consent, tracking choices, and optimization behavior from authoring APIs.",Keep the product runtime SDK separate from the LAN editor; consent and analytics APIs must never inherit editor privileges.
89,WF-089,Webflow,Browser API,Allow user tracking,https://developers.webflow.com/browser/reference/allow-user-tracking,official-primary,primary-platform-index-reviewed,2026-08-05,"Published-site APIs distinguish runtime lifecycle, user consent, tracking choices, and optimization behavior from authoring APIs.",Keep the product runtime SDK separate from the LAN editor; consent and analytics APIs must never inherit editor privileges.
90,WF-090,Webflow,Browser API,Deny user tracking,https://developers.webflow.com/browser/reference/deny-user-tracking,official-primary,primary-platform-index-reviewed,2026-08-05,"Published-site APIs distinguish runtime lifecycle, user consent, tracking choices, and optimization behavior from authoring APIs.",Keep the product runtime SDK separate from the LAN editor; consent and analytics APIs must never inherit editor privileges.
91,WF-091,Webflow,Optimize API,Optimize Browser SDK quickstart,https://developers.webflow.com/browser/optimize/quickstart,official-primary,primary-platform-index-reviewed,2026-08-05,"Published-site APIs distinguish runtime lifecycle, user consent, tracking choices, and optimization behavior from authoring APIs.",Keep the product runtime SDK separate from the LAN editor; consent and analytics APIs must never inherit editor privileges.
92,WF-092,Webflow,Code Components,Code Components introduction,https://developers.webflow.com/code-components/introduction,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
93,WF-093,Webflow,Code Components,Code Components architecture,https://developers.webflow.com/code-components/component-architecture,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
94,WF-094,Webflow,Code Components,Styling Code Components,https://developers.webflow.com/code-components/styling-components,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
95,WF-095,Webflow,Code Components,Importing Code Components quick start,https://developers.webflow.com/code-components/importing/quick-start,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
96,WF-096,Webflow,Code Components,Supported frameworks and libraries,https://developers.webflow.com/code-components/frameworks-and-libraries,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
97,WF-097,Webflow,Webflow Cloud,Webflow Cloud getting started,https://developers.webflow.com/webflow-cloud/getting-started,official-primary,primary-platform-index-reviewed,2026-08-05,"The platform now includes full-stack application deployment, runtime configuration, storage, and code-driven app paths.","Treat LAN as an editor/control plane for the current stack, with provider-neutral deployment manifests rather than assuming static pages only."
98,WF-098,Webflow,Webflow Cloud,Getting started with DevLink on Webflow Cloud,https://developers.webflow.com/webflow-cloud/getting-started-with-devlink,official-primary,primary-platform-index-reviewed,2026-08-05,"The platform now includes full-stack application deployment, runtime configuration, storage, and code-driven app paths.","Treat LAN as an editor/control plane for the current stack, with provider-neutral deployment manifests rather than assuming static pages only."
99,WF-099,Webflow,Webflow Cloud,Webflow Cloud deploy button,https://developers.webflow.com/webflow-cloud/deploy-button,official-primary,primary-platform-index-reviewed,2026-08-05,"The platform now includes full-stack application deployment, runtime configuration, storage, and code-driven app paths.","Treat LAN as an editor/control plane for the current stack, with provider-neutral deployment manifests rather than assuming static pages only."
100,WF-100,Webflow,Webflow Cloud,Bring your own app,https://developers.webflow.com/webflow-cloud/bring-your-own-app,official-primary,primary-platform-index-reviewed,2026-08-05,"The platform now includes full-stack application deployment, runtime configuration, storage, and code-driven app paths.","Treat LAN as an editor/control plane for the current stack, with provider-neutral deployment manifests rather than assuming static pages only."
101,WF-101,Webflow,Webflow Cloud,Add SQLite to a Webflow Cloud app,https://developers.webflow.com/webflow-cloud/add-sqlite,official-primary,primary-platform-index-reviewed,2026-08-05,"The platform now includes full-stack application deployment, runtime configuration, storage, and code-driven app paths.","Treat LAN as an editor/control plane for the current stack, with provider-neutral deployment manifests rather than assuming static pages only."
102,WF-102,Webflow,DevLink,DevLink reference overview,https://developers.webflow.com/devlink/reference/overview,official-primary,primary-platform-index-reviewed,2026-08-05,"Design/code interoperability depends on generated artifacts, CLI configuration, supported component semantics, and synchronization rules.",Define source-of-truth ownership and one-way/two-way adapter modes; reject ambiguous round trips instead of overwriting code.
103,WF-103,Webflow,DevLink,DevLink getting started,https://developers.webflow.com/devlink/introduction/getting-started,official-primary,primary-platform-index-reviewed,2026-08-05,"Design/code interoperability depends on generated artifacts, CLI configuration, supported component semantics, and synchronization rules.",Define source-of-truth ownership and one-way/two-way adapter modes; reject ambiguous round trips instead of overwriting code.
104,WF-104,Webflow,DevLink,DevLink component export quick start,https://developers.webflow.com/devlink/docs/quick-start/quick-start-component-export,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
105,WF-105,Webflow,DevLink,DevLink component export installation,https://developers.webflow.com/devlink/docs/component-export/installation,official-primary,primary-platform-index-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
106,WF-106,Webflow,Flowkit,Flowkit introduction,https://developers.webflow.com/flowkit/getting-started/intro,official-primary,primary-platform-index-reviewed,2026-08-05,"A scalable builder needs prescribed units, variables, naming, and design-system conventions alongside raw styling power.",Ship opinionated SYSTEMX design-system presets as policies layered over the generic token/style engine.
107,WF-107,Webflow,Flowkit,Flowkit units,https://developers.webflow.com/flowkit/getting-started/units,official-primary,primary-platform-index-reviewed,2026-08-05,"A scalable builder needs prescribed units, variables, naming, and design-system conventions alongside raw styling power.",Ship opinionated SYSTEMX design-system presets as policies layered over the generic token/style engine.
108,WF-108,Webflow,Flowkit,Flowkit variables overview,https://developers.webflow.com/flowkit/variables/overview,official-primary,primary-platform-index-reviewed,2026-08-05,"Central design values support typed variables, collections, modes, aliases, and context-dependent resolution.","Create a token graph with typed values, alias-cycle detection, modes/themes, breakpoint resolution, usage indexing, and safe rename/delete."
109,WF-109,Webflow,Flowkit,Flowkit color variables,https://developers.webflow.com/flowkit/variables/color,official-primary,primary-platform-index-reviewed,2026-08-05,"Central design values support typed variables, collections, modes, aliases, and context-dependent resolution.","Create a token graph with typed values, alias-cycle detection, modes/themes, breakpoint resolution, usage indexing, and safe rename/delete."
110,WF-110,Webflow,Flowkit,Flowkit border variables,https://developers.webflow.com/flowkit/variables/border,official-primary,primary-platform-index-reviewed,2026-08-05,"Central design values support typed variables, collections, modes, aliases, and context-dependent resolution.","Create a token graph with typed values, alias-cycle detection, modes/themes, breakpoint resolution, usage indexing, and safe rename/delete."
111,WF-111,Webflow,Apps,Register a Webflow App,https://developers.webflow.com/apps/data/docs/register-an-app,official-primary,primary-platform-index-reviewed,2026-08-05,"Extensions have registration, authentication, UI/runtime modes, publication, review, and troubleshooting lifecycles.",Create a signed manifest and capability sandbox before allowing third-party LAN panels or commands.
112,WF-112,Webflow,Apps,Apps FAQs and troubleshooting,https://developers.webflow.com/apps/docs/faqs-and-troubleshooting,official-primary,primary-platform-index-reviewed,2026-08-05,"Extensions have registration, authentication, UI/runtime modes, publication, review, and troubleshooting lifecycles.",Create a signed manifest and capability sandbox before allowing third-party LAN panels or commands.
113,WF-113,Webflow,Apps,Build a Data Client,https://developers.webflow.com/apps/docs/data-clients/build-a-data-client,official-primary,primary-platform-index-reviewed,2026-08-05,"Extensions have registration, authentication, UI/runtime modes, publication, review, and troubleshooting lifecycles.",Create a signed manifest and capability sandbox before allowing third-party LAN panels or commands.
114,WF-114,Webflow,Apps,Build a Designer Extension,https://developers.webflow.com/apps/docs/designer-extensions/build-a-designer-extension,official-primary,primary-platform-index-reviewed,2026-08-05,"Extensions have registration, authentication, UI/runtime modes, publication, review, and troubleshooting lifecycles.",Create a signed manifest and capability sandbox before allowing third-party LAN panels or commands.
115,WF-115,Webflow,Apps,Publish your Webflow App,https://developers.webflow.com/apps/docs/publishing-your-app,official-primary,primary-platform-index-reviewed,2026-08-05,"Draft editing, staging, backups, production publication, domain routing, and rollback are separate lifecycle states.",Publish immutable build snapshots and manifests through SYSTEMX gates; do not treat a local source save as a deployment or release version.
116,WF-116,Webflow,MCP,Webflow MCP overview,https://developers.webflow.com/mcp/reference/overview,official-primary,primary-platform-index-reviewed,2026-08-05,AI tools can become authenticated clients of structured platform capabilities when the server exposes bounded tools.,"Expose read-first MCP tools over the same command/query registry, with owner gates for mutation and no direct filesystem or shell access."
117,WF-117,Webflow,MCP,Install Webflow MCP for Claude Desktop,https://developers.webflow.com/mcp/installing/claude-desktop,official-primary,primary-platform-index-reviewed,2026-08-05,AI tools can become authenticated clients of structured platform capabilities when the server exposes bounded tools.,"Expose read-first MCP tools over the same command/query registry, with owner gates for mutation and no direct filesystem or shell access."
118,WF-118,Webflow,MCP,Install Webflow MCP for Claude Code,https://developers.webflow.com/mcp/installing/claude-code,official-primary,primary-platform-index-reviewed,2026-08-05,AI tools can become authenticated clients of structured platform capabilities when the server exposes bounded tools.,"Expose read-first MCP tools over the same command/query registry, with owner gates for mutation and no direct filesystem or shell access."
119,WF-119,Webflow,MCP,Install Webflow MCP for Cursor,https://developers.webflow.com/mcp/installing/cursor,official-primary,primary-platform-index-reviewed,2026-08-05,AI tools can become authenticated clients of structured platform capabilities when the server exposes bounded tools.,"Expose read-first MCP tools over the same command/query registry, with owner gates for mutation and no direct filesystem or shell access."
120,WF-120,Webflow,MCP,Install Webflow MCP for Postman,https://developers.webflow.com/mcp/installing/postman,official-primary,primary-platform-index-reviewed,2026-08-05,AI tools can become authenticated clients of structured platform capabilities when the server exposes bounded tools.,"Expose read-first MCP tools over the same command/query registry, with owner gates for mutation and no direct filesystem or shell access."
121,WF-121,Webflow,CLI,Webflow CLI authentication,https://developers.webflow.com/cli/authentication,official-primary,primary-platform-index-reviewed,2026-08-05,"Developer workflows rely on authenticated, configurable, versioned CLI commands that produce deterministic artifacts and errors.","Keep browser actions and CLI actions aligned through shared contracts, but preserve local operator confirmations for risky SYSTEMX mutations."
122,WF-122,Webflow,CLI,Webflow CLI configuration,https://developers.webflow.com/cli/configuration,official-primary,primary-platform-index-reviewed,2026-08-05,"Developer workflows rely on authenticated, configurable, versioned CLI commands that produce deterministic artifacts and errors.","Keep browser actions and CLI actions aligned through shared contracts, but preserve local operator confirmations for risky SYSTEMX mutations."
123,WF-123,Webflow,CLI,Webflow CLI command reference,https://developers.webflow.com/cli/command-reference,official-primary,primary-platform-index-reviewed,2026-08-05,"Developer workflows rely on authenticated, configurable, versioned CLI commands that produce deterministic artifacts and errors.","Keep browser actions and CLI actions aligned through shared contracts, but preserve local operator confirmations for risky SYSTEMX mutations."
124,WF-124,Webflow,CLI,Webflow CLI migration,https://developers.webflow.com/cli/migration,official-primary,primary-platform-index-reviewed,2026-08-05,"Developer workflows rely on authenticated, configurable, versioned CLI commands that produce deterministic artifacts and errors.","Keep browser actions and CLI actions aligned through shared contracts, but preserve local operator confirmations for risky SYSTEMX mutations."
125,WF-125,Webflow,AI tooling,Use the Webflow API with AI tools,https://developers.webflow.com/data/v1.0.0/docs/ai-tools,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the ai tooling surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
126,WF-126,Webflow,Changelog,Developer changelog 2025-04-08,https://developers.webflow.com/home/changelog/2025/4/8,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the changelog surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
127,WF-127,Webflow,Changelog,Developer changelog 2025-09-04,https://developers.webflow.com/home/changelog/2025/9/4,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the changelog surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
128,WF-128,Webflow,Changelog,Developer changelog 2025-07-16,https://developers.webflow.com/home/changelog/2025/7/16,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the changelog surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
129,WF-129,Webflow,Changelog,Developer changelog 2026-07-29,https://developers.webflow.com/home/changelog/2026/7/29,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the changelog surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
130,WF-130,Webflow,Changelog,"MCP v2.0: agentic build, manage, and analyze",https://developers.webflow.com/home/changelog/2026/7/21,official-primary,primary-platform-index-reviewed,2026-08-05,Documents a first-party or normative capability in the changelog surface.,"Translate the behavior into a typed domain capability, explicit permission, testable command, and evidence-producing operation."
131,WF-131,Webflow,Ecommerce,Webflow Ecommerce overview,https://help.webflow.com/hc/en-us/articles/33961345384339-Webflow-Ecommerce-overview,official-primary,primary-product-reviewed,2026-08-05,"Commerce is a specialized schema and lifecycle spanning products, SKUs, categories, cart/checkout, providers, taxes, shipping, inventory, and orders.",Keep commerce as an optional module over the CMS/order/provider model; do not entangle the generic Designer kernel with one payment flow.
132,WF-132,Webflow,Ecommerce,Ecommerce Collections overview,https://help.webflow.com/hc/en-us/articles/33961314889875-Ecommerce-Collections-overview,official-primary,primary-product-reviewed,2026-08-05,"The CMS is a schema system: collections, typed fields, relationships, items, status, limits, templates, lists, imports, and bindings.","Define provider-neutral collection schemas, relationship integrity, query contracts, localization, workflow states, and page/component bindings."
133,WF-133,Webflow,Ecommerce,Set up your Webflow Ecommerce store,https://help.webflow.com/hc/en-us/articles/33961398627219-Set-up-your-Webflow-Ecommerce-store,official-primary,primary-product-reviewed,2026-08-05,"Commerce is a specialized schema and lifecycle spanning products, SKUs, categories, cart/checkout, providers, taxes, shipping, inventory, and orders.",Keep commerce as an optional module over the CMS/order/provider model; do not entangle the generic Designer kernel with one payment flow.
134,WF-134,Webflow,Ecommerce,Enable checkout and launch your store,https://help.webflow.com/hc/en-us/articles/33961389921427-Enable-checkout-and-launch-your-store,official-primary,primary-product-reviewed,2026-08-05,"Commerce is a specialized schema and lifecycle spanning products, SKUs, categories, cart/checkout, providers, taxes, shipping, inventory, and orders.",Keep commerce as an optional module over the CMS/order/provider model; do not entangle the generic Designer kernel with one payment flow.
135,WF-135,Webflow,Commercial model,Choose a Site plan,https://help.webflow.com/hc/en-us/articles/33961232582419-Choose-a-Site-plan,official-primary,primary-product-reviewed,2026-08-05,"Webflow separates workspace collaboration entitlements, per-site hosting/features, add-ons, seats, and enterprise capabilities.","If LAN becomes a product, define entitlements as capabilities and quotas—not hard-coded UI forks—and keep billing separate from authorization."
136,WF-136,Webflow,Commercial model,Choose a Workspace plan,https://help.webflow.com/hc/en-us/articles/33961218263059-Choose-a-Workspace-plan,official-primary,primary-product-reviewed,2026-08-05,"Webflow separates workspace collaboration entitlements, per-site hosting/features, add-ons, seats, and enterprise capabilities.","If LAN becomes a product, define entitlements as capabilities and quotas—not hard-coded UI forks—and keep billing separate from authorization."
137,WF-137,Webflow,Commercial model,Webflow Workspace and Site plans overview,https://help.webflow.com/hc/en-us/articles/33961379128723-Webflow-Workspace-and-Site-plans-overview,official-primary,primary-product-reviewed,2026-08-05,"Webflow separates workspace collaboration entitlements, per-site hosting/features, add-ons, seats, and enterprise capabilities.","If LAN becomes a product, define entitlements as capabilities and quotas—not hard-coded UI forks—and keep billing separate from authorization."
138,WF-138,Webflow,Content editing,Edit site content as a content editor,https://help.webflow.com/hc/en-us/articles/33961251014931-Edit-site-content-as-a-content-editor,official-primary,primary-product-reviewed,2026-08-05,Content-only roles use the same site model through a constrained interface that preserves design structure.,"Add role-specific projections over the document graph: designer, content editor, reviewer, operator, and owner."
139,WF-139,Webflow,Collaboration,Comments,https://help.webflow.com/hc/en-us/articles/33961339882131-Comments,official-primary,primary-product-reviewed,2026-08-05,"Collaboration requires reviewable branches, anchored feedback, activity history, and conflict-aware editing states.","Design the command journal and object IDs now so comments, page branches, merge review, and presence can be added without replacing the document model."
140,WF-140,Webflow,Analyze,Get page-level insights with Analyze mode,https://help.webflow.com/hc/en-us/articles/40217030018835-Get-page-level-insights-with-Analyze-mode,official-primary,primary-product-reviewed,2026-08-05,Performance data and experimentation are projected directly onto the canvas and linked to actual elements and variations.,Reserve stable analytics IDs and an overlay API so LAN can show evidence without contaminating document/source state.
141,WF-141,Webflow,Analyze,Analyze clickmaps,https://help.webflow.com/hc/en-us/articles/47484368911635-Analyze-clickmaps,official-primary,primary-product-reviewed,2026-08-05,Performance data and experimentation are projected directly onto the canvas and linked to actual elements and variations.,Reserve stable analytics IDs and an overlay API so LAN can show evidence without contaminating document/source state.
142,WF-142,Webflow,Optimize,Intro to Webflow Optimize,https://help.webflow.com/hc/en-us/articles/33609390628243-Intro-to-Webflow-Optimize,official-primary,primary-product-reviewed,2026-08-05,"Defines Webflow's present-day workspace shell and how the canvas, toolbars, panels, and site modes divide responsibility.","Keep LAN canvas-first and mode-driven, but make each panel a projection over one typed editor state rather than separate local forms."
143,WF-143,Webflow,Optimize,Review your optimization results,https://help.webflow.com/hc/en-us/articles/34167118964883-Review-your-optimization-results,official-primary,primary-product-reviewed,2026-08-05,Performance data and experimentation are projected directly onto the canvas and linked to actual elements and variations.,Reserve stable analytics IDs and an overlay API so LAN can show evidence without contaminating document/source state.
144,WF-144,Webflow,AI,Enable or disable Webflow AI,https://help.webflow.com/hc/en-us/articles/49786374523923-Enable-or-disable-Webflow-AI,official-primary,primary-product-reviewed,2026-08-05,"AI capabilities are workspace-governed, role-controlled, contextual, and spread across design, content, auditing, and optimization.","Route AI through the existing SYSTEMX agent policy and command proposals; require previews, evidence, and explicit acceptance for mutations."
145,WF-145,Webflow,SEO,Add SEO title and meta description,https://help.webflow.com/hc/en-us/articles/33961237278611-Add-SEO-title-and-meta-description,official-primary,primary-product-reviewed,2026-08-05,"Discoverability is encoded in page metadata, schema, indexing, search, sitemaps, and publish-time output—not just page copy.","Make SEO/AEO/search settings first-class page/site records with validation, locale handling, and generated-artifact tests."
146,WF-146,Webflow,SEO and AEO,Add schema markup in Webflow,https://help.webflow.com/hc/en-us/articles/45766917223955-Add-schema-markup-in-Webflow-to-improve-SEO-and-AEO,official-primary,primary-product-reviewed,2026-08-05,"Discoverability is encoded in page metadata, schema, indexing, search, sitemaps, and publish-time output—not just page copy.","Make SEO/AEO/search settings first-class page/site records with validation, locale handling, and generated-artifact tests."
147,WF-147,Webflow,Quality,Run a health scan to check for site issues,https://help.webflow.com/hc/en-us/articles/42204113114899-Run-a-health-scan-to-check-for-site-issues,official-primary,primary-product-reviewed,2026-08-05,"Quality findings are contextual, severity-ranked, navigable to the affected object, and resolved before or after publish by policy.",Attach diagnostics to stable page/node/style/asset IDs and expose fix commands with evidence and policy-based blocking.
148,WF-148,Webflow,Search,Site search,https://help.webflow.com/hc/en-us/articles/33961242348179-Site-search,official-primary,primary-product-reviewed,2026-08-05,"Discoverability is encoded in page metadata, schema, indexing, search, sitemaps, and publish-time output—not just page copy.","Make SEO/AEO/search settings first-class page/site records with validation, locale handling, and generated-artifact tests."
149,WF-149,Webflow,Custom code,Custom code embed,https://help.webflow.com/hc/en-us/articles/33961332238611-Custom-code-embed,official-primary,primary-product-reviewed,2026-08-05,"Custom code is powerful but explicitly bounded, unsupported as a core guarantee, and can bind to governed dynamic data.","Place embeds in a quarantined node type with CSP policy, size limits, sanitization, capability review, and publish-time warnings."
150,WF-150,Webflow,Custom code,Use dynamic data in custom code embeds,https://help.webflow.com/hc/en-us/articles/33961390851731-Use-dynamic-data-in-custom-code-embeds,official-primary,primary-product-reviewed,2026-08-05,"Custom code is powerful but explicitly bounded, unsupported as a core guarantee, and can bind to governed dynamic data.","Place embeds in a quarantined node type with CSP policy, size limits, sanitization, capability review, and publish-time warnings."
151,WF-151,Webflow,Forms,Form submissions,https://help.webflow.com/hc/en-us/articles/33961344521235-Form-submissions,official-primary,primary-product-reviewed,2026-08-05,"Forms combine visual structure, typed field settings, destinations, validation, submissions, abuse controls, and privacy decisions.","Represent forms as typed contracts with server-side validation, destination adapters, anti-abuse controls, retention, and test fixtures."
152,WF-152,Webflow,Forms,Prevent spam in form submissions,https://help.webflow.com/hc/en-us/articles/34277758554771-Prevent-spam-in-form-submissions,official-primary,primary-product-reviewed,2026-08-05,"Forms combine visual structure, typed field settings, destinations, validation, submissions, abuse controls, and privacy decisions.","Represent forms as typed contracts with server-side validation, destination adapters, anti-abuse controls, retention, and test fixtures."
153,WF-153,Webflow,Accessibility,Accessible elements in Webflow,https://help.webflow.com/hc/en-us/articles/33961346219923-Accessible-elements-in-Webflow,official-primary,primary-product-reviewed,2026-08-05,"Capabilities are role-, site-, collection-, and workflow-scoped, and publishing authority is distinct from editing authority.","Map SYSTEMX levels to explicit capabilities enforced in the server command registry, not only hidden buttons or fixture roles."
154,WF-154,Webflow,Accessibility,Use accessible color contrast ratios,https://help.webflow.com/hc/en-us/articles/42465890163219-Use-accessible-color-contrast-ratios,official-primary,primary-product-reviewed,2026-08-05,"Capabilities are role-, site-, collection-, and workflow-scoped, and publishing authority is distinct from editing authority.","Map SYSTEMX levels to explicit capabilities enforced in the server command registry, not only hidden buttons or fixture roles."
155,WF-155,Webflow,Accessibility,Vision preview tool,https://help.webflow.com/hc/en-us/articles/42465972725651-Vision-preview-tool,official-primary,primary-product-reviewed,2026-08-05,"Accessibility is integrated into element semantics, audits, color checks, and assistive canvas previews.",Add semantic node requirements and continuous accessibility diagnostics to authoring—not only a final Playwright audit.
156,WF-156,Webflow,Accessibility,Text zoom preview tool,https://help.webflow.com/hc/en-us/articles/42466375397011-Text-zoom-preview-tool,official-primary,primary-product-reviewed,2026-08-05,"Accessibility is integrated into element semantics, audits, color checks, and assistive canvas previews.",Add semantic node requirements and continuous accessibility diagnostics to authoring—not only a final Playwright audit.
157,WF-157,Webflow,DevLink,Export components with DevLink Export,https://help.webflow.com/hc/en-us/articles/44746282129427-Export-components-with-DevLink-Export,official-primary,primary-product-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
158,WF-158,Webflow,Designer API endpoint,Image element API,https://developers.webflow.com/designer/reference/image-element,official-primary,primary-product-reviewed,2026-08-05,"Webflow exposes typed, capability-specific operations over editor objects rather than a generic shell or unrestricted DOM bridge.","Make the LAN kernel's command API the stable extension surface and keep UI, MCP, plugins, and automation as permissioned clients."
159,WF-159,Webflow,Designer API endpoint,Get all styles API,https://developers.webflow.com/designer/reference/get-all-styles,official-primary,primary-product-reviewed,2026-08-05,"Webflow exposes typed, capability-specific operations over editor objects rather than a generic shell or unrestricted DOM bridge.","Make the LAN kernel's command API the stable extension surface and keep UI, MCP, plugins, and automation as permissioned clients."
160,WF-160,Webflow,Designer API endpoint,Create style API,https://developers.webflow.com/designer/reference/create-style,official-primary,primary-product-reviewed,2026-08-05,"Webflow exposes typed, capability-specific operations over editor objects rather than a generic shell or unrestricted DOM bridge.","Make the LAN kernel's command API the stable extension surface and keep UI, MCP, plugins, and automation as permissioned clients."
161,STD-001,W3C,Web standard,CSS Cascading and Inheritance Level 6,https://www.w3.org/TR/css-cascade-6/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css cascading and inheritance level 6 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
162,STD-002,W3C,Web standard,CSS Object Model,https://www.w3.org/TR/cssom-1/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css object model correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
163,STD-003,W3C,Web standard,CSS Values and Units Level 4,https://www.w3.org/TR/css-values-4/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css values and units level 4 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
164,STD-004,W3C,Web standard,Media Queries Level 5,https://www.w3.org/TR/mediaqueries-5/,normative,normative-standard,2026-08-05,Responsive values participate in an ordered cascade with inherited and overridden declarations rather than separate page copies.,"Build breakpoint-aware style resolution with visible inheritance, reset-to-inherited behavior, and conflict detection."
165,STD-005,W3C,Web standard,CSS Custom Properties Level 1,https://www.w3.org/TR/css-variables-1/,normative,normative-standard,2026-08-05,"Central design values support typed variables, collections, modes, aliases, and context-dependent resolution.","Create a token graph with typed values, alias-cycle detection, modes/themes, breakpoint resolution, usage indexing, and safe rename/delete."
166,STD-006,W3C,Web standard,CSS Containment Level 3,https://www.w3.org/TR/css-contain-3/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css containment level 3 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
167,STD-007,W3C,Web standard,CSS Grid Layout Level 2,https://www.w3.org/TR/css-grid-2/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css grid layout level 2 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
168,STD-008,W3C,Web standard,CSS Flexible Box Layout Level 1,https://www.w3.org/TR/css-flexbox-1/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement css flexible box layout level 1 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
169,STD-009,W3C,Web standard,Selectors Level 4,https://www.w3.org/TR/selectors-4/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement selectors level 4 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
170,STD-010,WHATWG,Web standard,HTML Living Standard,https://html.spec.whatwg.org/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement html living standard correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
171,STD-011,WHATWG,Web standard,DOM Standard,https://dom.spec.whatwg.org/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement dom standard correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
